1	25631	217.5090719512126	52.97274496646124
2	10644	218.93587492046632	52.85177245502698
3	6448	159.99041853492517	48.98394817637309
4	19743	209.94307328296566	48.52223892607608
5	15972	245.37757472677825	47.154442155099055
6	23521	247.88686458019012	46.635645834815
7	12611	174.68361675061493	46.5725277530029
8	6417	180.91057887899314	46.53468004327119
9	24033	235.23230222174308	44.98856770992671
10	20871	221.41452386225998	44.28078249845703
11	18030	196.2497545938109	42.678616679373405
12	7842	182.14693301732896	41.61386981087164
13	16498	164.06191329926543	41.501853166737334
14	10136	164.44538429548865	39.14343941212266
15	18603	166.55642641648166	38.72351955619298
16	19164	198.47869189370078	38.307050951071474
17	25218	150.7249752508465	38.05851647668146
18	11329	220.4571858808913	37.80171185985477
19	15167	203.0999555712717	37.324421125870494
20	9848	178.53511301596757	37.12098694635914
21	4848	161.23159346110293	36.29392020668922
22	3825	145.49124974328407	36.291763546520095
23	17257	148.51682223740931	35.017465098685506
24	19862	170.6215045242986	34.388281849365704
25	19213	164.45771361286202	33.782037649238006
26	21418	164.47246094472385	33.40967065784333
27	20278	147.14958384060637	33.20007501754054
28	9864	152.35860409310675	31.223139180292584
29	24751	159.59927725930464	28.41988427597717
30	17969	168.81340249951833	27.8643789761778
31	19666	188.00514302214705	27.818798049731893
32	18140	176.85099348081414	27.47222787032124
33	18422	104.88778409259147	27.2598203021303
34	20744	106.94436488098106	27.20883400751999
35	24230	96.7992464558151	26.90354892911035
36	25609	100.43584112427352	26.24676587774322
37	15534	107.75007331677713	26.20014365006746
38	14343	137.7249719932847	25.878910382405216
39	24697	126.59891222985382	25.65417537232717
40	5741	131.13223139588212	25.289475824782947
41	3050	133.92893163305038	24.715615697879272
42	24064	124.16034037811104	22.32541107884707
43	24906	121.80353889192712	22.07498491784053
44	22077	101.5941989539191	21.755197383434062
45	12993	129.268630076211	21.703050776505435
46	20506	128.0358308417165	21.341759758187983
47	12808	168.0292859621341	21.0053935639419
48	26914	103.32071422642424	19.968670278810563
49	12887	132.27805131887212	19.690249746552354
50	14712	90.69111866265155	19.017221745567195
51	23160	76.64469707738976	18.43071012256631
52	130	    81.96133278662454	17.346754430246836
53	26398	90.45643997005779	16.45188865236828
54	19294	91.63885415209775	16.36170829732526
55	26857	60.22419542523239	15.376418212968014
56	14380	104.07289983430717	14.468356950030282
57	6134	86.44234590305409	13.69701090406723
58	13201	131.0890005194343	13.01337703291013
59	25324	43.94128021914454	12.942087695328025
60	23550	86.07554874170191	11.429912801189545
61	18840	89.23618314096382	4.811466677931748
62	18011	55.72605086718059	1.9250261472247816
63	23112	31.280930325553555	0.6027011529672655
64	17955	15.358155190937513	-7.255376360967902
